,Unnamed: 0,Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,latitude,longitude,Vectors,kmeans
176,176,04/21/1929,,"San Diego, California",Maddux Airlines / Military - U.S.Army Air Force,,San Diego - Phoenix,Ford 5-AT-B Tri-Motor / B-PW-9D,NC9636 / 28-037,4-AT-010,6.0,6.0,0.0,"A midair collision occurred  with a US Air Force Boeing PW-9D at 2,000 ft.  Five killed on the Tri-motor, one on the Boeing. Army pilot Lieutenant Howard Keefer, while flying above the airliner, was stunting and performed a steep banking turn downward, in an attempt to pass in front of the airliner. Instead, he misjudged the speed of the Maddux aircraft and his diving plane struck the cockpit of the Ford Tri-motor.  He was found criminally negligent.",32.7174202,-117.162772,"[ -4.93621146   0.77707148   7.61953223  -8.70137972  -1.43367544
 -12.54686004   9.51611678   9.8104215   -0.6899158    6.40481453
  16.91290569   8.47809695   5.09845786  -4.22621424 -11.19025058]",4
179,179,06/10/1929,,"Santiago de Cuba, Cuba",Pan American Airways,,Santiago de Cuba - Havana,Fokker F-X,NC9700,,5.0,2.0,0.0,Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed.,20.0214637,-75.8294928,"[-2.66259703 -0.4322905   2.87459612 -3.84269765 -2.45223068 -5.47036889
  6.83645073  5.59574752 -1.04654349 -0.15119326  7.42394811  4.558496
  1.29262476  0.25615046 -3.82244161]",3
181,181,06/17/1929,,"Off Dungeness, England",Imperial Airways,,,Handley Page W-10,G-EBMT,W10/4,13.0,7.0,0.0,The plane was over the English Channel when an engine failed. The pilot tried to return to the airport but the plane ditched into the English Channel. The plane was named 'City of Ottawa.',50.96463289340277,1.3843308172090034,"[-2.49573474 -0.67957651  3.15685645 -4.95782295 -3.21876075 -8.1478025
  8.25774132  8.16046869 -1.29788835  0.06069259 11.52173066  7.74798843
  1.17710469 -1.09530709 -6.40055728]",3
182,182,06/24/1929,,"St. Paul, Minnesota",Northwest Orient Airlines,,St. Paul - Minneapolis,Ford 5-AT-B Tri-Motor,NC7416,5-AT-002,8.0,1.0,0.0,Crashed near Indian Mounds park shortly after taking off. Triple engine failure.,44.9497487,-93.0931028,"[-0.53001662  0.04794583  0.70558182 -2.2972914  -2.10652397 -4.38212159
  3.41447672  4.75080377 -1.15518371 -0.30257763  6.69815671  3.60451001
  0.13037726 -0.88247565 -3.45423016]",0
183,183,06/29/1929,,"Lake Constance, Switzerland",Aero Lloyd,,,Domier Delphin III,D-1620,151,5.0,5.0,0.0,The aircraft crashed into lake Constance while attempting to landing.,47.4168537,9.4389655,"[-1.32395746 -0.81787659  2.23266596 -1.90190189 -1.21898008 -2.77473229
  3.75143963  3.60616177 -0.40314122  0.57599082  4.4650889   3.14687595
  1.13922829  0.03816281 -2.65667802]",0
188,188,08/24/1929,,"Elm, Germany",Deutsche Lufthansa,,,Fokker FG II,D-757,1571,5.0,4.0,0.0,Weather related.,52.1615728,10.894836437577046,"[-0.95662963 -0.02411567  2.33608365 -0.80743152  1.16609192 -0.17381828
  0.07426824 -0.6408608   0.29168177  1.06549871  0.87378633 -0.34340382
  0.828251   -0.14161763 -0.89746904]",0
189,189,09/02/1929,,"Needles, California",Associated Aviators,,,Lockheed Vega,NR859E,,2.0,1.0,0.0,The plane crashed after going into a tail spin. The mechaniwas able to parachute to safety.,34.8383236,-114.603872,"[-1.0762139  -0.21251322  0.69399748 -1.4720296  -1.15399446 -2.37749285
  3.00764766  2.35263163 -0.48905867 -0.338321    2.6617291   1.89845517
  0.47435545  0.52468246 -1.42308441]",0
190,190,09/03/1929,c: 1:00,"Mt. Taylor, New Mexico",Trans Continental Air Transport,,Albuquerque - Los Angeles,Ford 5-AT-B Tri Motor,NC9649,5-AT-002,8.0,8.0,0.0,Crashed in a thunderstorm after being struck by lightning. The plane was named 'The City of San Francisco.',35.2386573,-107.6084018,"[-2.20522575 -0.38382041  2.28364406 -3.04725987 -1.45835531 -4.24827445
  4.72930604  3.69027594 -0.610278    0.40163219  5.18774378  2.98930067
  1.36860584  0.77918846 -2.91510466]",0
191,191,09/06/1929,,"Jask, Iran",Imperial Airways,,"London, England - India",de Havilland DH-66 Hercules,G-EBMZ,239,5.0,3.0,0.0,The mail plane caught fire after crash landing.,25.6436156,57.7745644,"[-0.46317782 -0.14211967  0.49065147 -1.47871313 -2.05734092 -3.46427566
  3.64540356  4.76051283 -0.70632756 -0.33687049  5.24541897  4.076244
  0.14150214 -0.28823182 -3.18433452]",0
192,192,09/17/1929,,"Off Larache, Morocco",Aeropostale,,,Latecoere 25-3-R,F-AIUJ,704,5.0,5.0,0.0,Crashed into the Mediterranean.,35.39855781150479,-5.776528486453615,"[-0.36099219 -0.12196564  0.31121081 -0.3671734  -0.43911716 -0.83528769
  1.16132212  0.82949603 -0.15377326 -0.17531513  0.89570552  0.62581891
  0.1945186   0.42943582 -0.36688313]",0
193,193,09/17/1929,,"Jacumba, California",Pickwick Airways,,Tijuana - Nogales,Fairchild 71,,,2.0,1.0,0.0,The mail plane crashed into a hillside in the desert while attempting to make an emergency landing during a storm.,32.61858505,-116.18746639559517,"[-1.1982951  -1.45743217  2.30284149 -1.86247539 -1.92528064 -3.40887135
  5.15567127  4.83440536 -0.36544294 -0.29948406  5.46517086  4.67772174
  0.75743779  0.14834476 -3.2825588 ]",0
195,195,10/26/1929,,"Off Spezia, Italy",Imperial Airways,,,Short Calcutta,G-AADN,5748,7.0,7.0,0.0,The aircraft ditched in the ocean after encountering gale force winds. Sank while in tow. The plane was named 'City of Rome.',45.449894591205286,8.111849083329233,"[-2.228816   -0.47386549  2.54808883 -3.97067934 -1.65825187 -5.4981032
  4.74950278  4.46443012 -0.54296269  1.77950758  7.20622903  3.56731111
  1.96266924 -0.59316506 -4.49263045]",0
196,196,10/29/1929,,"Mount Vernon, Ohio",Continental Air Lines,,Cleveland - Louisville,Stearman C-38,,,1.0,1.0,0.0,The mail plane crashed into a grove of trees 8 miles southwest of Mount Vernon.,40.3933956,-82.4857181,"[-1.5558919  -0.49343236  1.49675692 -2.05536041 -1.29286423 -2.67549685
  4.2817651   2.76184592 -0.38640664 -0.0947631   3.46768826  2.35455167
  0.90675416  0.92497647 -1.51732254]",0
197,197,10/31/1929,,"Off Bremerton, Washington",Bremerton-Seattle Air Taxi / Gorst Air Lines,,Bremerton,Loening C-2C,,,2.0,2.0,0.0,The air taxi crashed into Puget Sound as it attempted to take off.,47.911476953170784,-122.14292882570432,"[-1.0763566  -0.50032075  1.51188798 -1.12480642 -0.9293301  -2.48974645
  2.95604813  2.59411544 -0.48637696  0.59223007  4.16150564  2.41546819
  0.88878357 -0.23282782 -2.22633603]",0
198,198,11/04/1929,07:00,"Cerro del Carbon, Mexico",Corp. Aeronautica de Transportes,,Mexico City - Juarez,Lockheed Vega 5,NC46M,097,4.0,4.0,0.0,The mail plane crashed in dense fog.,20.40446215,-97.28924571585102,"[-1.35715419 -0.57217553  1.48856506 -1.55779502 -0.84651566 -1.99769533
  3.34987807  2.08792326 -0.19334541 -0.09148268  2.48014897  1.63080175
  0.8664132   1.09197792 -1.23360908]",0
199,199,11/06/1929,,"Near Godstone, Surrey, England",Deutsche Lufthansa,,Amsterdam - Croyden,Junkers G-24,D-903,911,8.0,7.0,0.0,Crashed in heavy rain and fog while attempting to land.,51.49333915404243,0.3987945820830191,"[-3.21710014 -1.60399147  4.52393126 -2.74200144 -0.59554194 -2.69496965
  5.562545    3.22804642  0.29022086  1.83340326  4.80706996  2.44972232
  3.23785314  2.69157869 -2.39554286]",0
200,200,11/15/1929,,"Off Corsica, France",Air Union,,,Liore et Olivier 190,F-AIGB,1,3.0,3.0,0.0,Crashed into the Mediterranean in fog.,42.6617653,9.2370743,"[-0.89400929 -0.39607998  1.41616219 -0.8976675  -0.26983231 -1.12355953
  1.89924538  1.14654121 -0.0412103   0.31162463  1.71385622  0.76611169
  0.8792592   0.81703749 -0.85714149]",0
201,201,11/30/1929,,"Vancouver, Washington",Varney Air Lines,,,Stearman M-2 Speedmail,,,1.0,1.0,0.0,The mail plane crashed into a fog bound tower of the interstate bridge spanning the Columbia River.,45.6306954,-122.6744557,"[-1.72896054 -0.6914951   2.35155169 -2.38692853 -1.10396186 -3.22021216
  4.51232469  3.12157956 -0.16053685  0.38229047  4.37207806  2.58486618
  1.24596431  0.8881982  -2.40074909]",0
202,202,12/02/1929,,"Chagrin Falls, Ohio",National Air Transport,,,Douglas M-3,,,1.0,1.0,0.0,The mail plane crashed en route during a storm.,41.436589,-81.3855058,"[-2.23165151 -0.8188061   1.97261081 -3.41484687 -0.53544965 -3.83289963
  5.04270804  1.40859518 -0.0877862  -0.37533184  2.71675846  0.72136149
  0.99708252  1.20606361 -2.03836797]",0
204,204,12/19/1929,,"Near Berlin, Germany",Deutsche Lufthansa,,,Arado V1,D-1594,,3.0,2.0,0.0,Forced landing 40 miles from Berlin.,52.81299937062092,13.880602869207832,"[-0.58784969 -0.70246887  1.12829983 -0.95662441 -0.58734202 -1.44312644
  2.11104697  2.12885621 -0.18279861  0.55478328  2.82175136  2.0504283
  0.61419307 -0.3090097  -1.61064941]",0
205,205,12/30/1929,,"Amarillo, Texas",Trans Continental Air Transport,,,Travel Air B6000,,,5.0,5.0,0.0,Crashed on approach onto a golf course.,35.20729,-101.8371192,"[-1.09698302 -0.33911319  2.57869792 -1.30447033  0.00646831 -1.44332582
  1.77402863  1.32702881 -0.11003744  0.97040819  2.85787874  1.47013736
  1.39665091  0.16431522 -1.45824262]",0
208,208,01/19/1930,18:23,"Oceanside, California",Maddux Airlines,7,"Aqua Caliente, Mexico - Los Angeles",Ford 5-AT-C Tri Motor,NC9689,5-AT-046,16.0,16.0,0.0,"While en route to Los Angeles, the pilot, flying a low altitude due to poor weather conditions tried to turn back. While in a left turn his left wing struck a hill, crashed and burned. Adverse weather conditions. The plane flew into a sudden squall which cause the pilot to lose control.",33.1958696,-117.3794834,"[-12.46319009  -1.91377693  25.52299928 -15.33967844   4.26147035
 -15.09395323  12.00209912   7.60702231  -1.01278895  11.74753411
  27.98329118   7.82513359   8.80000738  -5.49142256 -20.08725317]",2
210,210,01/27/1930,17:30,"Kansas City, Kansas",Central  Airlines,,"Wichita - Kansas City, KS",Travel Air A6000A,,963,5.0,5.0,0.0,"While preparing to land, the plane side slipped and dived into the ground from a height of 500 ft. and caught fire. As quickly as the bodies were removed, a hastily mustered crew of pilots and mechanics from Universal Airlines  and Central Airlines, began removing all evidence of the accident, savagely fighting off reporters and photographers as they worked.",39.1134562,-94.626497,"[-3.20749858 -0.2725736   6.16012852 -4.54858187 -0.82416967 -7.06109405
  6.1533378   6.48705777 -0.82155579  2.647723   11.94378287  6.57494566
  2.73178681 -1.61241808 -7.00599805]",3
211,211,02/03/1930,,"Hartford, Connecticut",Colonial Air Transport,,"Newark, NJ - Hartford, CT",Pitcairn PA-6 Mailwing,,,1.0,1.0,0.0,While attempting to land the plane struck a building and fell into the Connecticut river.,41.7688459,-72.6816303,"[-2.25801711 -1.0453303   2.37058238 -2.6714505  -1.30124982 -3.40339378
  5.51547492  4.05832541 -0.32188148  0.26799071  4.91755641  3.65491915
  1.52174667  1.0722374  -2.53270277]",0
213,213,04/18/1930,c:17:00,"Jersey City, New Jersey",Canadian Colonial Airways,,"Albany, NY - Jersey City, NJ",Fairchild 71,,634,4.0,4.0,0.0,Crashed into power lines 150 feet above the ground in fog.,40.7215682,-74.047455,"[-1.87457481 -0.23727705  2.44187046 -2.60939592 -1.40620682 -3.70403552
  4.0210312   4.04518417 -0.74038117  0.50338495  5.80385524  3.29148407
  1.52348004  0.11958494 -3.08118489]",0
215,215,06/05/1930,,"Boston, Massachusetts",Colonial Air Transport,,,Ford Tri-Motor 5,NC9675,5-AT-033,15.0,1.0,0.0,Crashed into Boston Harbor after loosing the right  engine on takeoff.,42.3554334,-71.060511,"[-0.36493207  0.14672677 -0.47270583 -1.31700966 -2.2206797  -3.02044648
  2.181281    3.92152631 -1.17843799 -1.0120433   4.84297818  3.36101907
 -0.25631519 -0.74691689 -2.37850836]",0
216,216,07/07/1930,,"Bornholm, Denmark",Deutsche Lufthansa,,Stettin - Norway,Dornier Wal,D-864,44,8.0,5.0,0.0,"The flying boat landed in a storm in the open ocean due to engine failure. After three hours, the plane was  capsized by a large wave.",55.1431224,14.922629658767558,"[-1.74515799  0.36510046  2.68792451 -3.89854881 -1.99925191 -5.79913479
  3.67907226  5.5115274  -1.04302843  1.88074735  9.20754743  5.13295825
  1.42240063 -2.23990913 -5.86532748]",3
217,217,07/10/1930,,"Arkansas Pass, Texas",Cross Airways,,,Lockheed Vega 5,NC-394H,087,5.0,5.0,0.0,"The aircraft exploded in the air at an altitude of 4,000 feet shortly after taking off. The plane was flying in an area of fog and thunderstorms.",27.6455368,-98.0841975,"[-4.04355217 -0.52943904  5.67942515 -6.24010962 -1.60528737 -7.63212568
  7.53445137  6.4444756  -0.73932445  2.97541508 11.29519695  4.65926751
  3.23274594 -0.55151119 -6.95310521]",3
220,220,09/25/1930,,"Southesk, Saskatchewan, Canada",Western Canada Airways,,Calgary - Moosejaw,,,,3.0,3.0,0.0,The air mail plane crashed in fog  while en route.,50.3272537,-102.2639568,"[-2.88043431e+00 -1.03638254e+00  3.22127431e+00 -4.24724782e+00
 -5.02603412e-01 -4.93753523e+00  6.27430242e+00  2.27174009e+00
  6.02222048e-03  6.29880138e-01  4.60761085e+00  1.27184291e+00
  2.09980079e+00  1.28621046e+00 -3.25491150e+00]",0
221,221,10/05/1930,02:05,"Near Beauvais, France",Military - British Air Ministry,,"Cardington, England - Karachi, Pakistan",Royal Airship Works R-101,G-FAAW,R-101,54.0,48.0,0.0,"The airship was on its inaugural flight from Cardington, England to Karachi, (Pakistan). During a storm on the first night, it suddenly nosedived, leveled briefly, then dived again crashing and burning. Preparations had been rushed for political reasons and there had been no full-speed test flight. In the wind and rain, the outer cover split open at the front so that the two forward gasbags ruptured simultaneously. Dropping ballast raised the nose, but only because there was also dynamilift, which was promptly lost as speed was reduced, presumably to save the remaining gasbags.",49.474834948891534,2.394350470496384,"[-4.65677527 -0.53465015  8.49091855 -6.25772303  0.51885845 -7.0528214
  3.715098    4.33520207 -0.57275914  6.00517286 13.77086097  4.89181263
  4.30037975 -3.20049508 -9.23904932]",3
222,222,10/06/1930,09:45,"Dresden, Germany",Deutsche Lufthansa,,Berlin - Vienna,Messerschmitt M-20B,D-1930,443,8.0,8.0,0.0,Crashed into hill while attempting to land.,51.0493286,13.7381437,"[-1.70103386e+00 -9.43457149e-01  2.33461630e+00 -1.50680235e+00
 -6.22477970e-01 -2.11130676e+00  3.77096558e+00  2.42994189e+00
 -1.93558633e-03  6.35603875e-01  3.22499281e+00  2.07836375e+00
  1.46705449e+00  1.31626822e+00 -1.48895827e+00]",0
225,225,10/30/1930,,"Near Neufchatel, France",Imperial Airways,,"Paris, France - London, England",Handley Page W-8,G-EBIX,W8-7,6.0,3.0,0.0,Crashed into high ground in fog after losing an engine. The plane was named 'City of Washington.',43.63227373682431,1.123572861688008,"[-2.42883152 -0.3517603   2.85556147 -3.63837653 -1.98309869 -5.35370743
  5.36317459  5.1790978  -0.76864875  0.66476279  7.6559999   4.26926704
  1.69763517 -0.01432107 -4.21519598]",0
226,226,10/30/1930,,"Brookston, Indiana",Embry Riddle Company,,,Pitcairn PA-6 Mailwing,,,1.0,1.0,0.0,After developing engine trouble the pilot tried to parachute out of the plane but the parachute got caught on the plane and the pilot was dragged to his death.,40.6028144,-86.8672339,"[-1.39622929 -0.25762958  2.36331656 -2.6073467  -1.76646633 -4.49939537
  4.76851773  4.80963014 -0.82281398 -0.01944592  6.86879218  5.01058626
  0.45425205 -1.12256289 -3.86455429]",0
229,229,12/09/1930,,"Shanghai, China",China National Aviation Corporation,,Shanghai - Hankow,Loening C-W Air Yaht,,,6.0,4.0,0.0,The lower right wing of the aircraft hit the mast of  a river boat and the plane flipped over on its back and  crashed onto a river bank. The aircraft was named 'Shanghai'.,31.2312707,121.4700152,"[-2.76457348  0.02247403  2.12475725 -5.58957329 -4.10057958 -8.34437567
  7.53941399  8.62654534 -1.93201945  0.41488229 11.54651082  7.28659734
  1.62246609 -0.83525639 -6.87143469]",3
231,231,01/22/1931,,"Bluff Mountain, Washington",Varney Air Lines,,Portland - Pasco,Boeing 40,NC741K,,1.0,1.0,0.0,The mail plane flew into Bluff Mountain in dense fog.,45.7422174,-122.1909475,"[-2.11005682 -0.46498944  3.11199693 -2.67354351  0.12332425 -2.23769656
  3.61581045  1.54163158  0.04286882  0.83283842  3.15680331  1.20935449
  1.49370807  0.7748767  -1.74059126]",0
233,233,02/20/1931,,"Bagot, Manitoba, Canada",Western Canada Airways,,Winnigeg - Moosejaw,Fokker Universal F-14,,,3.0,2.0,0.0,"The plane carrying mail, crashed into a field, turned over and burst into flames. There was heavy fog in the area of the accident.",49.968373,-98.6290814,"[-3.82898524 -1.34803823  4.76857907 -4.66934143 -1.71486225 -6.31047881
  7.46745047  5.60964153 -0.31632087  2.16779482  9.26235658  4.52274804
  3.41342219  1.38128973 -5.43158251]",3
235,235,03/21/1931,,"New South Wales, Australia",Australian National Airways,,,Avro 10,VH-UMF,241,8.0,8.0,0.0,Wreckage found 10/26/1958.,-31.8759835,147.2869493,"[-0.83702248  0.01490963  0.94108221 -1.57077503 -0.22964285 -1.89762038
  1.51279932  0.62528011  0.24510327  0.74301353  1.83499676  0.58289781
  0.37047699  0.13407067 -1.56377864]",0
236,236,03/31/1931,10:45,"Bazaar, Kansas",Trans Continental and Western Air,599,Kansas City - Wichita -  Los Angeles,Fokker F10A Trimotor,NC-999,1063,8.0,8.0,0.0,"Shortly after taking off from Kansas City, one of the aircraft's wing's separated in flight after penetrating a thunderstorm and experiencing strong turbulence and icing. The plane crashed into a wheat field. Wing-aileron flutter, brought about by moisture leaking into the wing's interior, weakening the glue that bonded the wooden spars. Notre Dame football coach, Knute Rockne, 43, killed.",38.2719604,-96.5352854,"[ -3.88758731   0.78467604   3.43760594  -7.75840101  -4.48705084
 -11.57474539   8.65764442  10.12493514  -2.53827255   2.70997959
  16.30405521   7.84963524   2.80724964  -1.79170796 -10.63434044]",3
237,237,04/14/1931,,"Near Letschen, Germany",Deutsche Lufthansa,,,Messerschmitt M-20,D-1928,442,10.0,2.0,0.0,Fuselage failure. Four were seriously injured and both the pilot and radio operator were killed.,49.3005943383054,7.408621197591636,"[-0.74422464  0.70385224  2.82572444 -2.24464637  0.06935779 -3.93034428
  1.36484487  2.52261066 -0.25672357  2.70787406  6.26560128  2.75566742
  1.60707058 -2.34021029 -4.0038529 ]",0
238,238,05/05/1931,23:30,"Burbank, California",PacifiAir Transport,,San Diego - Los Angeles,Boeing 40,NC5390,,2.0,2.0,0.0,The mail plane crashed into Las Tunas Canyon while attempting to land at  Burbank Airport in dense fog.,34.1812089,-118.307201,"[-2.56308638 -1.37006085  3.30443148 -2.52114221 -1.17457882 -3.41415021
  6.13296604  4.03828362 -0.09722813  0.52575703  4.82135624  3.26803775
  2.09012576  2.13272089 -2.43581772]",0
240,240,05/24/1931,22:30,"Bellefonte, Pennsylvania",National Air Transport,,,Boeing 95,NC397E,,1.0,1.0,0.0,Crashed into a mountain and burned in poor visibility.,40.9134862,-77.7737471,"[-2.67425087 -0.59503338  4.60880215 -3.00813913  0.7567662  -2.32249757
  3.77954111  1.16044733  0.16122437  1.96072525  4.15136617  0.81614253
  2.10033916  1.07599299 -2.46210244]",0
